ID,ELEMENT,Avg_Temperature
USR0000MLNC,TMIN,-68.66666666666667
USR0000NREB,TMAX,63.833333333333336
USR0000NREB,TMIN,-9.166666666666666
USR0000OTIM,TMAX,13.166666666666666
USS0005K27S,TMAX,6.724137931034483
USS0005N19S,TMIN,-68.44827586206897
USS0006J15S,TMIN,-80.13793103448276
USS0010D35S,TMIN,-65.17241379310344
USS0010F29S,TMIN,-88.79310344827586
USS0011C02S,TMIN,-66.6896551724138
USS0012L15S,TMIN,-61.86206896551724
USS0015C04S,TMIN,-22.103448275862068
USS0022C12S,TMIN,-2.0
USS0045L01S,TMAX,8.310344827586206
USW00003044,TMIN,40.58620689655172
USW00004854,TMIN,-61.48275862068966
USW00014894,TMAX,103.10344827586206
USW00023081,TMIN,-63.41379310344828
USW00024048,TMAX,69.48275862068965
USW00094899,TMAX,25.444444444444443
USW00094929,TMIN,-82.06896551724138
USW00094950,TMIN,-42.206896551724135
IRM00040769,TMIN,-15.142857142857142
KEM00063799,TMIN,263.6296296296296
MXM00076571,TMAX,284.0
PLM00012330,TMIN,45.72727272727273
RP000982230,TMIN,209.5
USC00080945,TMIN,106.04347826086956
FR000007510,TMAX,141.88235294117646
RSM00026167,TMIN,-69.85
USW00094274,TMAX,93.28571428571429
AR000875440,TMAX,332.15384615384613
BLM00085154,TMIN,235.32
CA002100697,TMAX,-202.57142857142858
CA003010650,TMIN,-118.34482758620689
CA003014665,TMIN,-119.21428571428571
CA003015501,TMIN,-132.6206896551724
CA003030540,TMIN,-130.51724137931035
CA003044232,TMIN,-91.10344827586206
CA004063757,TMAX,-91.8076923076923
CA00502I001,TMAX,-11.448275862068966
CA005062040,TMAX,-72.10714285714286
CA006068153,TMIN,-123.08695652173913
CA006070QK6,TMIN,-184.82758620689654
CA007024280,TMIN,-95.0
CA00704607C,TMIN,-118.93103448275862
CA008203702,TMIN,-79.14285714285714
CA008205092,TMAX,23.482758620689655
CHM00051463,TMIN,-163.0
CHM00054102,TMAX,-76.44444444444444
CHM00056096,TMAX,118.58620689655173
FMC00914325,TMIN,223.3793103448276
FRE00104092,TMIN,30.625
IDM00097320,TMAX,315.75
IN004011500,TMIN,128.74074074074073
INM00042071,TMAX,221.77777777777777
JA000047640,TMAX,80.35714285714286
KG000038353,TMIN,-51.77272727272727
MJM00013363,TMAX,131.07407407407408
MXM00076632,TMIN,60.095238095238095
RMC00913915,TMAX,293.58620689655174
RSM00022954,TMIN,-120.33333333333333
RSM00029563,TMAX,-106.88461538461539
RSM00029789,TMIN,-263.63157894736844
SV000020107,TMAX,-61.42857142857143
TH000048378,TMAX,351.29411764705884
USC00043875,TMIN,58.86206896551724
USC00081306,TMIN,159.13793103448276
USC00087429,TMIN,20.727272727272727
USC00131442,TMAX,80.72413793103448
USC00133007,TMAX,93.0625
USC00203331,TMIN,-42.724137931034484
USC00207312,TMAX,79.67857142857143
USC00233043,TMIN,-4.137931034482759
USC00240199,TMAX,21.714285714285715
USC00272302,TMAX,53.666666666666664
USC00311975,TMAX,147.10344827586206
USC00316001,TMAX,159.92592592592592
USC00321362,TMAX,72.0
USC00333021,TMIN,-28.896551724137932
USC00362470,TMAX,66.21428571428571
USC00364214,TMAX,89.10344827586206
USC00411128,TMIN,9.275862068965518
USC00411524,TMIN,59.724137931034484
USC00411968,TMAX,188.875
USC00412125,TMIN,82.53571428571429
USC00420738,TMAX,80.5
USC00484131,TMAX,82.13793103448276
USC00507442,TMIN,-253.54545454545453
USR0000AKIL,TMIN,-121.16666666666667
USR0000ASAG,TMIN,75.0
USR0000ASTH,TMAX,61.166666666666664
USR0000ASTH,TMIN,-15.666666666666666
USR0000CDIN,TMIN,-9.333333333333334
USR0000CJOH,TMAX,61.0
USR0000CWOL,TMAX,66.66666666666667
USR0000IBAI,TMIN,-16.5
USR0000ILIN,TMAX,32.333333333333336
USR0000MBUD,TMAX,196.33333333333334
USR0000OCOD,TMIN,-51.0
USR0000OCOL,TMAX,75.0
USS0007M36S,TMAX,23.03448275862069
USS0007S03S,TMAX,63.310344827586206
USS0009D16S,TMIN,-64.93103448275862
USS0009F08S,TMAX,0.3793103448275862
USS0010C06S,TMIN,-91.58620689655173
USS0011K39S,TMAX,24.0
USS0013A25S,TMIN,-58.10344827586207
USS0017H07S,TMAX,61.206896551724135
USS0020B07S,TMIN,-31.551724137931036
USS0020H06S,TMAX,21.862068965517242
USS0020K13S,TMIN,-28.344827586206897
USS0021A36S,TMAX,15.137931034482758
USS0041P07S,TMIN,-221.44827586206895
USW00012912,TMAX,224.89655172413794
USW00023009,TMAX,182.86206896551724
USW00025704,TMAX,31.4
USW00053847,TMAX,194.4
USW00053865,TMIN,82.6896551724138
USW00092821,TMIN,112.6896551724138
USW00093227,TMIN,54.10344827586207
USW00093984,TMIN,76.89655172413794
BLM00085247,TMIN,236.11111111111111
FRM00007240,TMAX,119.21052631578948
IT000160220,TMIN,-28.0
ITM00016450,TMIN,57.857142857142854
LYM00062212,TMIN,41.42857142857143
MGM00044284,TMIN,-334.3888888888889
RSM00034123,TMAX,-5.380952380952381
USC00201299,TMAX,63.46153846153846
UY000001405,TMIN,199.5
USC00429595,TMAX,34.22727272727273
USS0015F09S,TMIN,-52.58620689655172
USW00004130,TMAX,12.827586206896552
AR000087803,TMIN,88.65517241379311
AR000870470,TMIN,174.45
ASN00005007,TMAX,390.6190476190476
CA002203918,TMAX,-182.30769230769232
CA003016022,TMAX,-18.0
CA003021912,TMAX,-17.24137931034483
CA003024965,TMIN,-134.68965517241378
CA003062696,TMIN,-146.6206896551724
CA006105397,TMAX,12.344827586206897
CA006111769,TMIN,-60.172413793103445
CA008202810,TMIN,-69.55172413793103
CHM00050968,TMAX,-44.607142857142854
CHM00054374,TMAX,14.172413793103448
CHM00058102,TMIN,-17.17241379310345
IDM00097530,TMIN,248.95454545454547
IN009090300,TMIN,186.37037037037038
IN011170400,TMIN,140.0
JA000047440,TMAX,7.458333333333333
JA000047777,TMAX,121.03571428571429
KE000063624,TMIN,262.8888888888889
MGM00044313,TMAX,-152.91666666666666
RQC00662633,TMAX,266.51724137931035
RQC00666725,TMAX,252.51724137931035
RSM00027675,TMIN,-139.52631578947367
RSM00029563,TMIN,-275.2631578947368
USC00043714,TMAX,152.17241379310346
USC00083163,TMAX,245.20689655172413
USC00089176,TMAX,231.32142857142858
USC00100218,TMIN,-23.79310344827586
USC00102707,TMAX,23.0
USC00102942,TMAX,97.3103448275862
USC00105708,TMIN,-66.27586206896552
USC00110137,TMIN,-0.7894736842105263
USC00110187,TMIN,7.269230769230769
USC00137859,TMIN,-48.10344827586207
USC00141522,TMIN,-22.896551724137932
USC00141858,TMIN,-13.666666666666666
USC00142432,TMIN,-7.3
USC00145530,TMIN,-4.379310344827586
USC00150290,TMAX,125.86206896551724
USC00211840,TMIN,-104.54545454545455
USC00219249,TMIN,-66.24137931034483
USC00230824,TMAX,149.21428571428572
USC00242689,TMAX,50.793103448275865
USC00243113,TMAX,36.67857142857143
USC00248165,TMAX,55.52173913043478
USC00256055,TMIN,-58.92
USC00267620,TMAX,76.41379310344827
USC00272999,TMAX,-2.4482758620689653
USC00307705,TMAX,43.689655172413794
USC00308577,TMIN,-20.0
USC00335505,TMIN,-34.10344827586207
USC00353827,TMAX,88.35714285714286
USC00368873,TMIN,-45.37931034482759
USC00397882,TMAX,61.310344827586206
USC00404858,TMIN,1.1428571428571428
USC00406272,TMAX,144.64285714285714
USC00412786,TMAX,217.42857142857142
USC00413828,TMIN,30.96551724137931
USC00415721,TMAX,251.93103448275863
USC00419380,TMAX,168.57142857142858
USC00444876,TMAX,122.82758620689656
USC00465224,TMAX,111.51724137931035
USC00473453,TMIN,-61.48275862068966
USC00474894,TMAX,46.81481481481482
USC00482617,TMAX,39.172413793103445
USC00488626,TMIN,-62.41379310344828
USC00488875,TMAX,72.03448275862068
USC00489580,TMIN,-69.89655172413794
USR0000CCAA,TMAX,194.5
USR0000CELI,TMAX,37.833333333333336
USR0000CSHH,TMAX,58.166666666666664
USR0000KCIM,TMAX,138.83333333333334
USR0000MHIB,TMIN,-47.166666666666664
USR0000MKAB,TMIN,-50.0
USR0000MROC,TMIN,-66.5
USR0000MSTI,TMIN,-23.166666666666668
USR0000NRUT,TMIN,-7.166666666666667
USR0000NSCH,TMAX,39.833333333333336
USR0000TLND,TMAX,188.0
USS0007J04S,TMAX,29.413793103448278
USS0010E06S,TMIN,-94.72413793103448
USS0010K01S,TMAX,4.448275862068965
USS0011K31S,TMAX,16.586206896551722
USS0013C43S,TMAX,-6.413793103448276
USS0015A05S,TMAX,13.241379310344827
USS0015F09S,TMAX,38.58620689655172
USS0018E03S,TMIN,-52.89655172413793
USS0019L05S,TMAX,22.620689655172413
USS0045Q05S,TMIN,-152.82758620689654
USS0049L09S,TMAX,-12.172413793103448
USW00003868,TMAX,107.9090909090909
USW00012838,TMAX,226.41379310344828
USW00012923,TMIN,129.24137931034483
USW00023906,TMAX,222.55172413793105
USW00024121,TMIN,-34.41379310344828
USW00024257,TMAX,156.3448275862069
USW00024283,TMAX,131.6206896551724
USW00025506,TMAX,-18.333333333333332
USW00054742,TMIN,-66.84210526315789
USW00093102,TMAX,108.04545454545455
USW00094830,TMIN,-18.551724137931036
WA007878380,TMAX,393.32
COM00080009,TMAX,358.8
PAM00086260,TMIN,214.5
RSM00028522,TMIN,-171.61904761904762
USC00023961,TMAX,90.14285714285714
USC00414980,TMAX,164.33333333333334
WAM00068098,TMIN,155.5
RSM00022887,TMAX,-91.0625
ARM00087904,TMIN,81.26923076923077
CA001026270,TMIN,4.0
CA002204300,TMAX,-70.51851851851852
CA00220N005,TMAX,-176.37037037037038
CA005050920,TMAX,-63.44827586206897
CA006159123,TMAX,26.17241379310345
CA00830P001,TMIN,-73.62068965517241
CA008400801,TMAX,7.928571428571429
CHM00057816,TMAX,90.72727272727273
EG000062306,TMAX,192.15
EN000026226,TMIN,-19.137931034482758
IDM00096253,TMIN,245.0
IDM00096791,TMIN,245.83333333333334
IDM00097630,TMAX,324.44444444444446
IN005090100,TMAX,289.5
IN005150100,TMIN,159.75
ITM00016310,TMIN,90.4
ITM00016420,TMAX,168.69565217391303
RSM00020476,TMIN,-220.42105263157896
RSM00023929,TMIN,-200.23809523809524
RSM00027679,TMIN,-138.21052631578948
RSM00029752,TMIN,-195.15
RSM00029827,TMIN,-205.54545454545453
SF000068296,TMIN,209.24137931034483
SFM00068842,TMIN,155.15384615384616
TH000048400,TMAX,369.0
UKM00003502,TMIN,58.57142857142857
USC00012245,TMIN,44.69565217391305
USC00051401,TMAX,134.28571428571428
USC00113384,TMIN,-26.96551724137931
USC00115097,TMAX,87.17857142857143
USC00128698,TMAX,126.42857142857143
USC00137702,TMIN,-48.310344827586206
USC00194744,TMAX,42.333333333333336
USC00206012,TMIN,-37.592592592592595
USC00206884,TMIN,-51.642857142857146
USC00211773,TMIN,-89.67857142857143
USC00214990,TMIN,-72.1923076923077
USC00218254,TMIN,-79.76923076923077
USC00249187,TMIN,-49.18518518518518
USC00252595,TMAX,86.8076923076923
USC00252980,TMIN,-29.137931034482758
USC00254455,TMIN,-22.05
USC00344001,TMAX,185.03571428571428
USC00354835,TMIN,-12.482758620689655
USC00401663,TMIN,24.2
USC00410404,TMAX,198.0
USC00411596,TMAX,200.6315789473684
USC00413972,TMAX,157.44827586206895
USC00417184,TMIN,133.75
USC00417458,TMIN,123.57894736842105
USC00418743,TMIN,62.62068965517241
USC00440327,TMAX,120.64
USC00475096,TMIN,-66.06896551724138
USC00500235,TMAX,-195.1153846153846
USC00509687,TMAX,-13.142857142857142
USR0000CBRA,TMIN,25.833333333333332
USR0000CDUN,TMIN,-43.5
USR0000CELI,TMIN,-6.666666666666667
USR0000CTE2,TMIN,64.66666666666667
USR0000KBSN,TMIN,-6.5
USR0000NCRN,TMAX,130.66666666666666
USR0000PALL,TMIN,-42.666666666666664
USS0010F09S,TMAX,-13.96551724137931
USS0012L12S,TMIN,-86.96551724137932
USS0013M04S,TMIN,-10.821428571428571
USS0015E02S,TMAX,16.275862068965516
USS0021D14S,TMIN,-13.310344827586206
USW00003184,TMAX,200.6551724137931
USW00003757,TMIN,10.095238095238095
USW00004725,TMIN,-43.3448275862069
USW00004955,TMIN,-48.62068965517241
USW00012916,TMIN,105.86206896551724
USW00013764,TMIN,-8.172413793103448
USW00013895,TMAX,196.55172413793105
USW00014743,TMIN,-80.57142857142857
USW00014792,TMAX,78.55172413793103
USW00014880,TMAX,81.65517241379311
USW00014933,TMIN,-24.93103448275862
USW00053915,TMIN,88.34482758620689
USW00064756,TMIN,-49.41379310344828
USW00094051,TMAX,56.48275862068966
USW00094119,TMIN,-13.448275862068966
USW00094194,TMIN,-53.89655172413793
VMM00048830,TMIN,134.58823529411765
NFM00094996,TMIN,208.11764705882354
RSM00029706,TMAX,-130.85714285714286
TUM00017300,TMIN,81.11764705882354
USC00423254,TMAX,91.46153846153847
IN009130300,TMIN,231.3684210526316
AGM00060550,TMAX,134.2941176470588
AR000087007,TMAX,218.4090909090909
CA001126510,TMAX,29.8
CA001140876,TMIN,-12.758620689655173
CA002500440,TMAX,-237.42857142857142
CA003025297,TMIN,-106.51851851851852
CA004047240,TMIN,-153.75862068965517
CA005010140,TMAX,-5.75
CA00504K80K,TMIN,-130.86206896551724
CA005062040,TMIN,-188.17857142857142
CA006092920,TMAX,19.137931034482758
CA007011983,TMIN,-131.20689655172413
CHM00053673,TMIN,-74.0
CHM00054324,TMIN,-131.2962962962963
CT000004600,TMIN,181.95238095238096
EN000026120,TMIN,-35.03448275862069
IDM00096655,TMAX,324.6923076923077
IN003050401,TMIN,114.0
IN005100400,TMIN,172.92592592592592
IRM00040809,TMIN,-15.529411764705882
IV000065599,TMAX,334.2105263157895
KZ000038201,TMAX,20.12
MUM00041304,TMAX,292.75
PKM00041749,TMAX,278.7241379310345
RSM00024944,TMIN,-326.4736842105263
RSM00025715,TMAX,-286.6
RSM00029736,TMAX,-110.54545454545455
RSM00030829,TMAX,-162.44827586206895
RSM00034578,TMIN,-64.82608695652173
RSM00037085,TMAX,68.48
TH000048455,TMIN,268.1304347826087
THM00048453,TMAX,343.962962962963
TUM00017237,TMAX,170.07142857142858
USC00031191,TMAX,181.96296296296296
USC00042214,TMIN,103.44827586206897
USC00051528,TMIN,-52.03703703703704
USC00055116,TMAX,90.0
USC00055970,TMIN,-64.0
USC00059096,TMIN,-163.8148148148148
USC00121417,TMAX,87.20689655172414
USC00126400,TMAX,88.13793103448276
USC00148578,TMIN,-33.714285714285715
USC00157130,TMIN,-15.206896551724139
USC00158432,TMAX,126.44827586206897
USC00173295,TMAX,29.448275862068964
USC00177037,TMIN,-140.3793103448276
USC00200342,TMAX,49.03448275862069
USC00206658,TMAX,85.25
USC00208080,TMAX,73.5
USC00222094,TMIN,32.1
USC00233416,TMIN,-31.095238095238095
USC00275013,TMIN,-66.28571428571429
USC00280907,TMAX,65.42857142857143
USC00316349,TMIN,64.11111111111111
USC00316676,TMIN,22.551724137931036
USC00324722,TMAX,52.32142857142857
USC00325638,TMIN,-74.57142857142857
USC00369042,TMIN,-49.275862068965516
USC00391873,TMIN,-68.86206896551724
USC00398472,TMIN,-47.689655172413794
USC00421020,TMIN,-4.103448275862069
USC00458211,TMAX,90.10714285714286
USC00488209,TMAX,40.18518518518518
USR0000AWAR,TMAX,56.333333333333336
USR0000CDRY,TMAX,54.666666666666664
USR0000ITRI,TMIN,-41.666666666666664
USR0000NALL,TMAX,10.333333333333334
USR0000OCAL,TMAX,37.0
USR0000PLGV,TMIN,16.666666666666668
USR0000WFIN,TMAX,52.666666666666664
USS0006M21S,TMAX,1.5862068965517242
USS0007J04S,TMIN,-98.03448275862068
USS0012C11S,TMAX,-6.586206896551724
USS0015F05S,TMAX,-1.6666666666666667
USS0017D20S,TMAX,15.482758620689655
USS0021D08S,TMAX,15.758620689655173
USW00003859,TMIN,-2.206896551724138
USW00003957,TMAX,176.41379310344828
USW00004751,TMIN,-40.3448275862069
USW00012844,TMAX,246.89655172413794
USW00013736,TMIN,-3.2413793103448274
USW00013838,TMIN,81.06896551724138
USW00013935,TMAX,188.9047619047619
USW00093985,TMAX,207.79310344827587
USW00094281,TMIN,41.0
USW00094940,TMIN,-77.17241379310344
USW00094963,TMIN,-56.19047619047619
USW00094995,TMAX,125.44827586206897
JA000047512,TMIN,-14.333333333333334
TH000048357,TMAX,337.3529411764706
UY000086565,TMIN,170.6
FIE00144877,TMIN,-125.57894736842105
RSM00028418,TMAX,-83.18181818181819
USC00424755,TMIN,-57.714285714285715
CHM00054823,TMAX,84.85
AEM00041217,TMAX,256.5
AR000087065,TMIN,239.85185185185185
AR000087692,TMAX,283.7857142857143
BGM00041943,TMIN,158.75
CA001032731,TMIN,34.583333333333336
CA001114619,TMIN,-17.17241379310345
CA001125073,TMAX,45.58620689655172
CA002202102,TMIN,-235.20689655172413
CA002503886,TMAX,-255.03703703703704
CA003020610,TMAX,10.758620689655173
CA003055119,TMAX,3.3846153846153846
CA004024919,TMAX,21.20689655172414
CA004046884,TMAX,-36.13793103448276
CA005061422,TMIN,-248.27586206896552
CA00611E001,TMAX,32.44827586206897
CA00615S001,TMIN,-41.37931034482759
CA007094636,TMIN,-165.89285714285714
CA008501100,TMIN,-121.78260869565217
FRE00106207,TMIN,48.86363636363637
ID000096745,TMIN,258.1363636363636
IN023522100,TMAX,149.14814814814815
JA000047836,TMIN,126.6
KZ000035796,TMAX,-91.88461538461539
MGM00044358,TMAX,-76.18518518518519
PKM00041624,TMIN,90.17857142857143
RSM00027697,TMIN,-167.2608695652174
RSM00029471,TMIN,-267.6190476190476
RSM00030673,TMIN,-300.1764705882353
RSM00031388,TMIN,-335.0
RSM00032252,TMIN,-277.42857142857144
SPE00120233,TMAX,148.125
SYM00040080,TMIN,26.666666666666668
SZ000006717,TMAX,-16.0
USC00035018,TMIN,-6.521739130434782
USC00041838,TMIN,55.03448275862069
USC00049219,TMIN,73.03703703703704
USC00084731,TMIN,62.2962962962963
USC00087261,TMIN,105.57142857142857
USC00108062,TMIN,-13.961538461538462
USC00144464,TMAX,183.25
USC00145306,TMIN,-6.137931034482759
USC00164700,TMAX,197.0
USC00185865,TMIN,-16.17241379310345
USC00193890,TMAX,64.53571428571429
USC00206884,TMAX,58.357142857142854
USC00230789,TMIN,-0.1724137931034483
USC00254455,TMAX,97.5
USC00264016,TMAX,61.89655172413793
USC00269229,TMIN,-26.26923076923077
USC00278539,TMAX,23.818181818181817
USC00285195,TMIN,-18.20689655172414
USC00287899,TMAX,61.44827586206897
USC00302036,TMIN,-78.37037037037037
USC00314860,TMIN,30.428571428571427
USC00334261,TMAX,87.78947368421052
USC00337857,TMAX,140.89285714285714
USC00353692,TMIN,-49.241379310344826
USC00367073,TMIN,-34.0
USC00367409,TMAX,77.24137931034483
USC00367863,TMAX,96.35714285714286
USC00398307,TMAX,53.11538461538461
USC00413507,TMAX,205.54545454545453
USC00416792,TMAX,216.86206896551724
USC00421260,TMAX,68.06896551724138
USC00452007,TMAX,39.17857142857143
USC00467372,TMIN,-10.206896551724139
USC00467743,TMIN,-33.964285714285715
USC00471062,TMIN,-42.58620689655172
USC00475017,TMAX,45.888888888888886
USC00478171,TMIN,-59.758620689655174
USC00478349,TMIN,-57.07142857142857
USC00484065,TMIN,-78.89285714285714
USR0000AJES,TMIN,26.833333333333332
USR0000APAY,TMIN,16.666666666666668
USR0000AWIG,TMAX,-208.83333333333334
USR0000BEAR,TMAX,28.666666666666668
USR0000CLEO,TMAX,154.33333333333334
USR0000CSNL,TMAX,150.0
USR0000CSTA,TMAX,35.166666666666664
USR0000FLSU,TMIN,69.5
USR0000ITRA,TMIN,2.8333333333333335
USR0000LVER,TMIN,79.66666666666667
USR0000MSTW,TMIN,-31.5
USR0000MWHH,TMIN,-45.333333333333336
USR0000MYEL,TMAX,-16.666666666666668
USR0000NLOS,TMAX,34.166666666666664
USR0000NMOU,TMIN,-2.6666666666666665
USR0000OBRB,TMIN,60.166666666666664
USR0000OCED,TMIN,25.833333333333332
USR0000OCIN,TMAX,48.0
USR0000OGAD,TMIN,9.166666666666666
USR0000TWOO,TMIN,99.16666666666667
USS0006J12S,TMIN,-95.6896551724138
USS0009A01S,TMIN,-79.27586206896552
USS0009J01S,TMIN,-120.65517241379311
USS0009J08S,TMIN,-137.0344827586207
USS0011K12S,TMIN,-81.03448275862068
USS0013C13S,TMAX,11.482758620689655
USS0019D03S,TMAX,34.793103448275865
USS0021C33S,TMIN,-51.793103448275865
USW00003195,TMAX,81.62068965517241
USW00004840,TMAX,66.92857142857143
USW00004891,TMIN,-75.61111111111111
USW00013925,TMAX,168.82758620689654
USW00014719,TMIN,-49.05263157894737
USW00024259,TMAX,106.79310344827586
USW00054856,TMIN,-25.310344827586206
USW00094040,TMAX,136.6551724137931
USW00094902,TMIN,-71.18181818181819
USC00152442,TMAX,160.66666666666666
ROM00015360,TMAX,99.42105263157895
BMM00048008,TMAX,274.037037037037
CA001015638,TMIN,40.172413793103445
CA001064020,TMIN,-30.517241379310345
CA003016593,TMAX,-32.62068965517241
CA004026847,TMIN,-116.20689655172414
CA006075543,TMIN,-179.79310344827587
CA006105762,TMAX,7.7272727272727275
CA00701Q004,TMAX,-11.827586206896552
CA007034482,TMIN,-115.75862068965517
CHM00051573,TMIN,-42.13793103448276
CHM00053646,TMAX,31.285714285714285
CHM00059981,TMAX,284.2068965517241
COM00080112,TMIN,130.72222222222223
EIM00003956,TMIN,46.81818181818182
IDM00097570,TMAX,318.38461538461536
IRM00040723,TMIN,-33.388888888888886
IT000016232,TMIN,117.54545454545455
JA000047836,TMAX,177.3913043478261
KE000063661,TMIN,138.88
RQC00669415,TMAX,289.42857142857144
RSM00030935,TMAX,-115.37931034482759
RSM00034110,TMIN,-52.958333333333336
TH000048325,TMAX,352.6363636363636
UPM00033506,TMAX,40.608695652173914
USC00026513,TMIN,71.92857142857143
USC00028910,TMIN,-13.931034482758621
USC00037488,TMAX,185.6206896551724
USC00043256,TMAX,185.04
USC00044997,TMIN,44.48275862068966
USC00046174,TMIN,55.142857142857146
USC00051964,TMAX,42.607142857142854
USC00052435,TMIN,-73.0
USC00080478,TMAX,233.0
USC00110598,TMIN,-21.517241379310345
USC00114780,TMAX,111.75862068965517
USC00134874,TMIN,-56.793103448275865
USC00135837,TMAX,106.0
USC00148235,TMIN,-58.666666666666664
USC00164696,TMIN,28.0
USC00167738,TMAX,188.07692307692307
USC00218323,TMAX,67.16666666666667
USC00233094,TMIN,-19.52173913043478
USC00248430,TMAX,111.0
USC00297280,TMIN,-59.5
USC00313072,TMIN,-5.137931034482759
USC00354060,TMIN,-24.17241379310345
USC00358997,TMAX,74.89655172413794
USC00380736,TMAX,162.14285714285714
USC00390022,TMIN,-66.07142857142857
USC00391049,TMIN,-75.27586206896552
USC00398420,TMIN,-61.310344827586206
USC00402806,TMAX,141.51724137931035
USC00412173,TMAX,233.89655172413794
USC00415341,TMAX,215.55172413793105
USC00416644,TMIN,-5.137931034482759
USC00429491,TMAX,76.58620689655173
USC00435768,TMIN,-79.79310344827586
USC00446173,TMAX,146.95
USR0000ABOX,TMAX,-218.5
USR0000CCOR,TMAX,145.66666666666666
USR0000CDVA,TMAX,130.5
USR0000CHUM,TMAX,10.166666666666666
USR0000CMRF,TMAX,39.666666666666664
USR0000CVAL,TMIN,73.16666666666667
USR0000FIVE,TMIN,-33.333333333333336
USR0000LBBR,TMIN,64.0
USR0000MAVA,TMAX,159.33333333333334
USR0000MMOR,TMAX,65.83333333333333
USR0000MSPI,TMIN,-55.5
USR0000OCAI,TMAX,-16.833333333333332
USR0000OFOR,TMAX,55.666666666666664
USS0005J12S,TMAX,37.37931034482759
USS0006K39S,TMIN,-86.41379310344827
USS0009F27S,TMIN,-111.75862068965517
USS0015H09S,TMAX,41.86206896551724
USS0016H07S,TMIN,-76.96551724137932
USS0018D21S,TMAX,13.241379310344827
USS0018G01S,TMIN,-59.758620689655174
USS0020L02S,TMIN,-34.310344827586206
USS0021B51S,TMAX,32.827586206896555
USS0051R01S,TMAX,-132.79310344827587
USW00003935,TMIN,14.206896551724139
USW00003962,TMIN,51.827586206896555
USW00004223,TMAX,88.37931034482759
USW00004990,TMIN,-50.51724137931034
USW00014827,TMAX,87.20689655172414
USW00014835,TMAX,101.10344827586206
USW00023232,TMAX,159.55172413793105
USW00024157,TMIN,-6.482758620689655
USW00053877,TMAX,147.58620689655172
USW00093947,TMIN,54.8421052631579
AEM00041218,TMAX,251.82608695652175
ASN00027045,TMIN,252.35294117647058
JA000047746,TMIN,21.846153846153847
USC00052631,TMAX,69.71428571428571
USC00054076,TMIN,-46.61538461538461
KZ000035437,TMAX,-78.27272727272727
SA000403940,TMIN,63.77777777777778
AGM00060360,TMAX,178.5
AR000087418,TMIN,209.84
AYM00089050,TMIN,11.24
CA00116FRMN,TMAX,47.689655172413794
CA003010992,TMIN,-129.17241379310346
CA003013790,TMAX,-28.896551724137932
CA003042045,TMIN,-105.20689655172414
CA003050778,TMIN,-96.27586206896552
CA003072723,TMIN,-155.86363636363637
CA004041000,TMIN,-156.89655172413794
CA00703GDKB,TMIN,-135.10344827586206
CHM00052681,TMIN,-115.07142857142857
FIE00141935,TMIN,-49.523809523809526
IN024090600,TMIN,163.75862068965517
JA000047632,TMAX,125.60714285714286
KNM00047058,TMIN,-41.333333333333336
